month,timestamp_date,n_samples,P_best_final,N_conv_98,T_conv_98_seconds,duty_converged,N_conv_duty_stable,T_conv_duty_stable_seconds,duty_mean,duty_std,duty_min,duty_max,duty_range,duty_step_mean,duty_step_max,duty_mean_after_stable,duty_std_after_stable,duty_step_mean_after_stable,duty_range_after_stable,duty_final_mean,duty_final_std,duty_final_range,duty_final_step_mean,duty_saturation_percent,duty_saturation_after_stable_percent,gbest_consistency_violations,gbest_monotonic_violations,stability_score,duty_std_after_conv,P_ripple_after_conv,error_mean,mean_abs_error,max_abs_error,error_saturation_percent,delta_e_mean,mean_abs_delta_e,max_abs_delta_e,delta_e_saturation_percent,std_abs_error
May_2022,20220501,4391,3305.0,2050,23040.0,1,2136,23900.0,42.64313368253245,3.15339750538996,37.0,51.0,14.0,0.059439763151901616,1.0,41.3569844789357,0.5123269697115906,0.03015521064301552,3.0,42.005,0.07071067811865477,1.0,0.01,0.0,0.0,0,0,54.274609038961714,0.5693830452134556,1096.7612221123816,0.03393304486449556,0.17376451833295378,23.0,0.0,0.0,0.31519016169437486,28.0,0.0,1.1207727638872726
May_2022,20220502,4699,3456.0,2065,21980.0,1,4042,41750.0,46.858906150244735,2.2599976443368006,42.0,53.0,11.0,0.027452649499893594,1.0,42.009132420091326,0.12312747137207761,0.0060882800608828,2.0,42.0,0.0,0.0,0.0,0.0,0.0,0,0,75.23233146477165,2.3516147426140477,1177.934476997886,-0.007661204511598212,0.051925941689721214,4.0,0.0,0.0,0.08682698446477974,4.0,0.0,0.4528256844711368
May_2022,20220503,4726,3456.0,2104,22430.0,1,3273,34120.0,50.281845112145575,0.8947326532359149,48.0,53.0,5.0,0.021794329242488364,1.0,50.28974535443909,0.7815966942171999,0.015141087405368204,4.0,50.0,0.0,0.0,0.0,0.0,0.0,0,0,45.52204675340786,0.8418082925451227,1184.215476047078,-0.0010579771476936098,0.04422344477359289,4.0,0.0,0.0,0.07829030892932713,8.0,0.0,0.4155081799772467
May_2022,20220504,4788,3531.0,2176,23050.0,1,3635,37640.0,46.32142857142857,3.909577550299149,38.0,52.0,14.0,0.09690893901420217,1.0,50.87510841283608,0.3535725549367626,0.03469210754553339,3.0,51.0,0.0,0.0,0.0,0.0,0.0,0,0,59.23241907638321,3.848589073670087,1159.334832209498,0.04406850459482038,0.2901002506265664,28.0,0.0,0.0,0.5233918128654971,37.0,0.0,1.5120193025875934
May_2022,20220505,4461,3831.0,1539,16430.0,1,3288,33920.0,19.919973100201748,18.664469677440167,0.0,50.0,50.0,0.09392512889486662,4.0,4.2378516624040925,0.7050762952140328,0.0443307757885763,4.0,4.4,0.5012547071170855,2.0,0.015,0.3586639766868415,0.0,0,0,46.52445846535443,6.180521026791514,1246.842952887372,0.540237614884555,0.8217888365837256,100.0,0.04483299708585519,0.012553239184039453,1.3068818650526788,100.0,0.06724949562878278,5.638896827141715
May_2022,20220506,4634,3831.0,1444,15270.0,1,4058,41410.0,18.345705653862755,21.63423642114784,0.0,50.0,50.0,0.14738886491152353,4.0,3.5520833333333335,0.518253756881452,0.03819444444444445,3.0,4.0,0.0,0.0,0.0,3.6037980146741475,0.0,0,0,53.86630229089013,9.3325078675422,1287.253919247474,2.0917134225291325,2.5699179974104447,100.0,1.078981441519206,-0.01294777729823047,4.287872248597324,100.0,1.7479499352611134,13.419736429217425
May_2022,20220507,4507,3531.0,2330,24590.0,1,3606,37350.0,19.01974706012869,20.758963980776635,0.0,50.0,50.0,0.0718881739516308,4.0,1.190899001109878,0.5089917831787125,0.048834628190899,3.0,0.99,0.09974842727441166,1.0,0.02,0.8875083203905035,1.9977802441731412,0,0,35.00522324453927,0.5959273538689046,1281.3637447457868,0.4477479476370091,0.6017306412247615,100.0,0.15531395606833814,0.0033281562014643887,0.9658309296649656,100.0,0.22187708009762588,6.0113464711442255
May_2022,20220508,4814,3831.0,1705,18410.0,1,4049,41850.0,17.288117989198174,20.822977229692356,0.0,49.0,49.0,0.13211466555878687,4.0,1.1738562091503268,0.4399505031997524,0.026143790849673203,3.0,1.0,0.0,0.0,0.0,2.9081844619858748,0.39215686274509803,0,0,50.96391296464205,3.7913572329566096,1289.3829799819996,1.5334441213128376,1.943082675529705,100.0,0.8516825924387205,0.007685916078105526,3.2818861653510596,100.0,1.2879102617366016,11.686841205206951
May_2022,20220509,4657,3681.0,2646,27180.0,1,4038,41100.0,38.89327893493665,10.784637711745171,23.0,52.0,29.0,0.08481855271634099,4.0,27.88529886914378,0.3834273552399358,0.05492730210016155,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0,0,57.52566058816367,1.8090177665156673,1140.445272173263,0.33175864290315654,0.5851406484861499,100.0,0.12883830792355594,0.0,1.0611981962636892,100.0,0.23620356452651922,5.581758992269594
May_2022,20220510,4571,3831.0,1545,16880.0,1,3974,42610.0,42.22949026471232,11.623396242046972,26.0,61.0,35.0,0.0870706628746445,4.0,28.633165829145728,0.7149685737014804,0.09045226130653267,3.0,29.0,0.0,0.0,0.0,0.0,0.0,0,0,47.49644267656324,9.15484775270756,1345.7038342676015,0.3364690439728725,0.6685626777510392,100.0,0.02187705097352877,-0.004375410194705754,1.1319186173703786,100.0,0.06563115292058631,5.046715517829172
May_2022,20220511,4648,3831.0,1535,16880.0,1,2702,28550.0,20.59961273666093,23.56372109540523,0.0,67.0,67.0,0.08519793459552495,4.0,1.158273381294964,0.5587590908658852,0.050359712230215826,3.0,1.0,0.0,0.0,0.0,3.5283993115318415,8.427543679342241,0,0,16.332155159120287,7.357025909414204,1125.5035865666557,0.9629948364888123,1.141566265060241,100.0,0.4302925989672977,-0.0025817555938037868,1.8889845094664373,100.0,0.7530120481927711,9.073698792070706
May_2022,20220512,4816,3230.0,2019,21540.0,1,4230,43650.0,40.22757475083056,7.675162272097578,26.0,49.0,23.0,0.028862126245847178,1.0,29.878839590443686,0.35661660545271623,0.03754266211604096,3.0,30.0,0.1002509414234171,2.0,0.02,0.0,0.0,0,0,59.02632763890453,6.9680683068289415,1266.783896991001,0.03280730897009967,0.0888704318936877,42.0,0.0,0.0,0.16528239202657807,42.0,0.0,1.0427979233090332
May_2022,20220513,4665,3230.0,2066,22020.0,1,3924,40600.0,44.45809217577706,2.3027715151576653,41.0,49.0,8.0,0.02979635584137192,1.0,42.06207827260459,0.30122362946190206,0.04588394062078273,3.0,42.0,0.0,0.0,0.0,0.0,0.0,0,0,60.71248886008095,1.3423634286865262,1103.394176347128,0.01307609860664523,0.08167202572347267,32.0,0.0,0.0,0.1444801714898178,32.0,0.0,0.8580517340723872
May_2022,20220514,4639,3756.0,2371,24920.0,1,3432,35530.0,45.99611985341669,4.331606370243721,37.0,54.0,17.0,0.09355464539771502,3.0,39.28251864125932,0.5392251852797154,0.08285004142502071,4.0,39.0,0.0,0.0,0.0,0.0,0.0,0,0,49.454144276800456,3.9402299617530643,955.7922784906945,0.2002586764388877,0.5037723647337788,89.0,0.0,0.0,0.9299417978012503,89.0,0.0,3.56851511497903
May_2022,20220515,4659,3831.0,1375,14810.0,1,2849,29550.0,22.128783000643914,20.788248954394156,0.0,52.0,52.0,0.13114402232238678,4.0,1.5314917127071823,0.6034290132280323,0.07403314917127071,4.0,2.0,0.0,0.0,0.0,2.4683408456750375,5.359116022099448,0,0,21.021563153787525,13.269081268777093,1350.5943683529608,0.8561923159476282,1.472204335694355,100.0,0.34342133505044,-0.0042927666881305004,2.50955140588109,100.0,0.5580596694569651,8.975219336755316
May_2022,20220516,4928,3305.0,2284,24110.0,1,4052,41790.0,47.48965097402598,3.525645330270761,39.0,52.0,13.0,0.037134740259740256,1.0,45.98858447488585,0.11654965709998441,0.00684931506849315,2.0,46.0,0.0,0.0,0.0,0.0,0.0,0,0,75.56300261903885,3.8952017053410284,1172.7878949143494,-0.0016233766233766235,0.07224025974025974,4.0,0.0,0.0,0.12743506493506493,8.0,0.0,0.5296721258434965
May_2022,20220517,5062,3456.0,1962,20930.0,1,3904,40350.0,41.782694587119714,7.30384621557498,27.0,54.0,27.0,0.08830501777953378,1.0,33.83592400690846,0.4103517488039012,0.031088082901554404,3.0,34.0,0.0,0.0,0.0,0.0,0.0,0,0,57.42374682108101,6.337599763528854,1282.2723218312153,0.05689450809956539,0.24891347293559857,37.0,0.0,0.0,0.4468589490320032,37.0,0.0,1.3593855487551079
May_2022,20220518,4893,3831.0,1574,33950.0,1,4288,61090.0,37.13406907827509,9.28720942640007,25.0,52.0,27.0,0.1794400163498876,4.0,27.393388429752065,0.5759724769785173,0.026446280991735537,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0,0,55.4810027124953,6.1905448955995395,1008.4225613678733,0.18843245452687513,0.9462497445330064,100.0,0.020437359493153485,-0.002861230329041488,1.7114244839566728,100.0,0.04087471898630697,4.311294179075548
